#t 	Susceptible 	Infected 	Recovered
2.91	0	0	60795612
2.92	0	0	60795612
2.93	0	0	60795612
2.94	0	0	60795612
2.95	0	0	60795612
2.96	0	0	60795612
2.97	0	0	60795612
2.98	0	0	60795612
2.99	0	0	60795612
3.0	0	0	60795612
3.0100000000000002	0	0	60795612
3.02	0	0	60795612
3.0300000000000002	0	0	60795612
3.04	0	0	60795612
3.0500000000000003	0	0	60795612
3.06	0	0	60795612
3.0700000000000003	0	0	60795612
3.08	0	0	60795612
3.09	0	0	60795612
3.1	0	0	60795612
3.11	0	0	60795612
3.12	0	0	60795612
3.13	0	0	60795612
3.14	0	0	60795612
3.15	0	0	60795612
3.16	0	0	60795612
3.17	0	0	60795612
3.18	0	0	60795612
3.19	0	0	60795612
3.2	0	0	60795612
3.21	0	0	60795612
3.22	0	0	60795612
3.23	0	0	60795612
3.24	0	0	60795612
3.25	0	0	60795612
3.2600000000000002	0	0	60795612
3.27	0	0	60795612
3.2800000000000002	0	0	60795612
3.29	0	0	60795612
3.3000000000000003	0	0	60795612
3.31	0	0	60795612
3.3200000000000003	0	0	60795612
3.33	0	0	60795612
3.34	0	0	60795612
3.35	0	0	60795612
3.36	0	0	60795612
3.37	0	0	60795612
3.38	0	0	60795612
3.39	0	0	60795612
3.4	0	0	60795612
3.41	0	0	60795612
3.42	0	0	60795612
3.43	0	0	60795612
3.44	0	0	60795612
3.45	0	0	60795612
3.46	0	0	60795612
3.47	0	0	60795612
3.48	0	0	60795612
3.49	0	0	60795612
3.5	0	0	60795612
3.5100000000000002	0	0	60795612
3.52	0	0	60795612
3.5300000000000002	0	0	60795612
3.54	0	0	60795612
3.5500000000000003	0	0	60795612
3.56	0	0	60795612
3.5700000000000003	0	0	60795612
3.58	0	0	60795612
3.59	0	0	60795612
3.6	0	0	60795612
3.61	0	0	60795612
3.62	0	0	60795612
3.63	0	0	60795612
3.64	0	0	60795612
3.65	0	0	60795612
3.66	0	0	60795612
3.67	0	0	60795612
3.68	0	0	60795612
3.69	0	0	60795612
3.7	0	0	60795612
3.71	0	0	60795612
3.72	0	0	60795612
3.73	0	0	60795612
3.74	0	0	60795612
3.75	0	0	60795612
3.7600000000000002	0	0	60795612
3.77	0	0	60795612
3.7800000000000002	0	0	60795612
3.79	0	0	60795612
3.8000000000000003	0	0	60795612
3.81	0	0	60795612
3.8200000000000003	0	0	60795612
3.83	0	0	60795612
3.84	0	0	60795612
3.85	0	0	60795612
3.86	0	0	60795612
3.87	0	0	60795612
3.88	0	0	60795612
3.89	0	0	60795612
3.9	0	0	60795612
3.91	0	0	60795612
3.92	0	0	60795612
3.93	0	0	60795612
3.94	0	0	60795612
3.95	0	0	60795612
3.96	0	0	60795612
3.97	0	0	60795612
3.98	0	0	60795612
3.99	0	0	60795612
4.0	0	0	60795612
4.01	0	0	60795612
4.0200000000000005	0	0	60795612
4.03	0	0	60795612
4.04	0	0	60795612
4.05	0	0	60795612
4.0600000000000005	0	0	60795612
4.07	0	0	60795612
4.08	0	0	60795612
4.09	0	0	60795612
4.1	0	0	60795612
4.11	0	0	60795612
4.12	0	0	60795612
4.13	0	0	60795612
4.14	0	0	60795612
4.15	0	0	60795612
4.16	0	0	60795612
4.17	0	0	60795612
4.18	0	0	60795612
4.19	0	0	60795612
4.2	0	0	60795612
4.21	0	0	60795612
4.22	0	0	60795612
4.23	0	0	60795612
4.24	0	0	60795612
4.25	0	0	60795612
4.26	0	0	60795612
4.2700000000000005	0	0	60795612
4.28	0	0	60795612
4.29	0	0	60795612
4.3	0	0	60795612
4.3100000000000005	0	0	60795612
4.32	0	0	60795612
4.33	0	0	60795612
4.34	0	0	60795612
4.3500000000000005	0	0	60795612
4.36	0	0	60795612
4.37	0	0	60795612
4.38	0	0	60795612
4.39	0	0	60795612
4.4	0	0	60795612
4.41	0	0	60795612
4.42	0	0	60795612
4.43	0	0	60795612
4.44	0	0	60795612
4.45	0	0	60795612
4.46	0	0	60795612
4.47	0	0	60795612
4.48	0	0	60795612
4.49	0	0	60795612
4.5	0	0	60795612
4.51	0	0	60795612
4.5200000000000005	0	0	60795612
4.53	0	0	60795612
4.54	0	0	60795612
4.55	0	0	60795612
4.5600000000000005	0	0	60795612
4.57	0	0	60795612
4.58	0	0	60795612
4.59	0	0	60795612
4.6000000000000005	0	0	60795612
4.61	0	0	60795612
4.62	0	0	60795612
4.63	0	0	60795612
4.64	0	0	60795612
4.65	0	0	60795612
4.66	0	0	60795612
4.67	0	0	60795612
4.68	0	0	60795612
4.69	0	0	60795612
4.7	0	0	60795612
4.71	0	0	60795612
4.72	0	0	60795612
4.73	0	0	60795612
4.74	0	0	60795612
4.75	0	0	60795612
4.76	0	0	60795612
4.7700000000000005	0	0	60795612
4.78	0	0	60795612
4.79	0	0	60795612
4.8	0	0	60795612
4.8100000000000005	0	0	60795612
4.82	0	0	60795612
4.83	0	0	60795612
4.84	0	0	60795612
4.8500000000000005	0	0	60795612
4.86	0	0	60795612
4.87	0	0	60795612
4.88	0	0	60795612
4.89	0	0	60795612
4.9	0	0	60795612
4.91	0	0	60795612
4.92	0	0	60795612
4.93	0	0	60795612
4.94	0	0	60795612
4.95	0	0	60795612
4.96	0	0	60795612
4.97	0	0	60795612
4.98	0	0	60795612
4.99	0	0	60795612
5.0	0	0	60795612
5.01	0	0	60795612
5.0200000000000005	0	0	60795612
5.03	0	0	60795612
5.04	0	0	60795612
5.05	0	0	60795612
5.0600000000000005	0	0	60795612
5.07	0	0	60795612
5.08	0	0	60795612
5.09	0	0	60795612
5.1000000000000005	0	0	60795612
5.11	0	0	60795612
5.12	0	0	60795612
5.13	0	0	60795612
5.14	0	0	60795612
5.15	0	0	60795612
5.16	0	0	60795612
5.17	0	0	60795612
5.18	0	0	60795612
5.19	0	0	60795612
5.2	0	0	60795612
5.21	0	0	60795612
5.22	0	0	60795612
5.23	0	0	60795612
5.24	0	0	60795612
5.25	0	0	60795612
5.26	0	0	60795612
5.2700000000000005	0	0	60795612
5.28	0	0	60795612
5.29	0	0	60795612
5.3	0	0	60795612
5.3100000000000005	0	0	60795612
5.32	0	0	60795612
5.33	0	0	60795612
5.34	0	0	60795612
5.3500000000000005	0	0	60795612
5.36	0	0	60795612
5.37	0	0	60795612
5.38	0	0	60795612
5.39	0	0	60795612
5.4	0	0	60795612
5.41	0	0	60795612
5.42	0	0	60795612
5.43	0	0	60795612
5.44	0	0	60795612
5.45	0	0	60795612
5.46	0	0	60795612
5.47	0	0	60795612
5.48	0	0	60795612
5.49	0	0	60795612
5.5	0	0	60795612
5.51	0	0	60795612
5.5200000000000005	0	0	60795612
5.53	0	0	60795612
5.54	0	0	60795612
5.55	0	0	60795612
5.5600000000000005	0	0	60795612
5.57	0	0	60795612
5.58	0	0	60795612
5.59	0	0	60795612
5.6000000000000005	0	0	60795612
5.61	0	0	60795612
5.62	0	0	60795612
5.63	0	0	60795612
5.64	0	0	60795612
5.65	0	0	60795612
5.66	0	0	60795612
5.67	0	0	60795612
5.68	0	0	60795612
5.69	0	0	60795612
5.7	0	0	60795612
5.71	0	0	60795612
5.72	0	0	60795612
5.73	0	0	60795612
5.74	0	0	60795612
5.75	0	0	60795612
5.76	0	0	60795612
5.7700000000000005	0	0	60795612
5.78	0	0	60795612
5.79	0	0	60795612
5.8	0	0	60795612
5.8100000000000005	0	0	60795612
5.82	0	0	60795612
5.83	0	0	60795612
5.84	0	0	60795612
5.8500000000000005	0	0	60795612
5.86	0	0	60795612
5.87	0	0	60795612
5.88	0	0	60795612
5.89	0	0	60795612
5.9	0	0	60795612
5.91	0	0	60795612
5.92	0	0	60795612
5.93	0	0	60795612
5.94	0	0	60795612
5.95	0	0	60795612
5.96	0	0	60795612
5.97	0	0	60795612
5.98	0	0	60795612
5.99	0	0	60795612
6.0	0	0	60795612
6.01	0	0	60795612
6.0200000000000005	0	0	60795612
6.03	0	0	60795612
6.04	0	0	60795612
6.05	0	0	60795612
6.0600000000000005	0	0	60795612
6.07	0	0	60795612
6.08	0	0	60795612
6.09	0	0	60795612
6.1000000000000005	0	0	60795612
6.11	0	0	60795612
6.12	0	0	60795612
6.13	0	0	60795612
6.140000000000001	0	0	60795612
6.15	0	0	60795612
6.16	0	0	60795612
6.17	0	0	60795612
6.18	0	0	60795612
6.19	0	0	60795612
6.2	0	0	60795612
6.21	0	0	60795612
6.22	0	0	60795612
6.23	0	0	60795612
6.24	0	0	60795612
6.25	0	0	60795612
6.26	0	0	60795612
6.2700000000000005	0	0	60795612
6.28	0	0	60795612
6.29	0	0	60795612
6.3	0	0	60795612
6.3100000000000005	0	0	60795612
6.32	0	0	60795612
6.33	0	0	60795612
6.34	0	0	60795612
6.3500000000000005	0	0	60795612
6.36	0	0	60795612
6.37	0	0	60795612
6.38	0	0	60795612
6.390000000000001	0	0	60795612
6.4	0	0	60795612
6.41	0	0	60795612
6.42	0	0	60795612
6.43	0	0	60795612
6.44	0	0	60795612
6.45	0	0	60795612
6.46	0	0	60795612
6.47	0	0	60795612
6.48	0	0	60795612
6.49	0	0	60795612
6.5	0	0	60795612
6.51	0	0	60795612
6.5200000000000005	0	0	60795612
6.53	0	0	60795612
6.54	0	0	60795612
6.55	0	0	60795612
6.5600000000000005	0	0	60795612
6.57	0	0	60795612
6.58	0	0	60795612
6.59	0	0	60795612
6.6000000000000005	0	0	60795612
6.61	0	0	60795612
6.62	0	0	60795612
6.63	0	0	60795612
6.640000000000001	0	0	60795612
6.65	0	0	60795612
6.66	0	0	60795612
6.67	0	0	60795612
6.68	0	0	60795612
6.69	0	0	60795612
6.7	0	0	60795612
6.71	0	0	60795612
6.72	0	0	60795612
6.73	0	0	60795612
6.74	0	0	60795612
6.75	0	0	60795612
6.76	0	0	60795612
6.7700000000000005	0	0	60795612
6.78	0	0	60795612
6.79	0	0	60795612
6.8	0	0	60795612
6.8100000000000005	0	0	60795612
6.82	0	0	60795612
6.83	0	0	60795612
6.84	0	0	60795612
6.8500000000000005	0	0	60795612
6.86	0	0	60795612
6.87	0	0	60795612
6.88	0	0	60795612
6.890000000000001	0	0	60795612
6.9	0	0	60795612
6.91	0	0	60795612
6.92	0	0	60795612
6.93	0	0	60795612
6.94	0	0	60795612
6.95	0	0	60795612
6.96	0	0	60795612
6.97	0	0	60795612
6.98	0	0	60795612
6.99	0	0	60795612
7.0	0	0	60795612
7.01	0	0	60795612
7.0200000000000005	0	0	60795612
7.03	0	0	60795612
7.04	0	0	60795612
7.05	0	0	60795612
7.0600000000000005	0	0	60795612
7.07	0	0	60795612
7.08	0	0	60795612
7.09	0	0	60795612
7.1000000000000005	0	0	60795612
7.11	0	0	60795612
7.12	0	0	60795612
7.13	0	0	60795612
7.140000000000001	0	0	60795612
7.15	0	0	60795612
7.16	0	0	60795612
7.17	0	0	60795612
7.18	0	0	60795612
7.19	0	0	60795612
7.2	0	0	60795612
7.21	0	0	60795612
7.22	0	0	60795612
7.23	0	0	60795612
7.24	0	0	60795612
7.25	0	0	60795612
7.26	0	0	60795612
7.2700000000000005	0	0	60795612
7.28	0	0	60795612
7.29	0	0	60795612
7.3	0	0	60795612
7.3100000000000005	0	0	60795612
7.32	0	0	60795612
7.33	0	0	60795612
7.34	0	0	60795612
7.3500000000000005	0	0	60795612
7.36	0	0	60795612
7.37	0	0	60795612
7.38	0	0	60795612
7.390000000000001	0	0	60795612
7.4	0	0	60795612
7.41	0	0	60795612
7.42	0	0	60795612
7.43	0	0	60795612
7.44	0	0	60795612
7.45	0	0	60795612
7.46	0	0	60795612
7.47	0	0	60795612
7.48	0	0	60795612
7.49	0	0	60795612
7.5	0	0	60795612
7.51	0	0	60795612
7.5200000000000005	0	0	60795612
7.53	0	0	60795612
7.54	0	0	60795612
7.55	0	0	60795612
7.5600000000000005	0	0	60795612
7.57	0	0	60795612
7.58	0	0	60795612
7.59	0	0	60795612
7.6000000000000005	0	0	60795612
7.61	0	0	60795612
7.62	0	0	60795612
7.63	0	0	60795612
7.640000000000001	0	0	60795612
7.65	0	0	60795612
7.66	0	0	60795612
7.67	0	0	60795612
7.68	0	0	60795612
7.69	0	0	60795612
7.7	0	0	60795612
7.71	0	0	60795612
7.72	0	0	60795612
7.73	0	0	60795612
7.74	0	0	60795612
7.75	0	0	60795612
7.76	0	0	60795612
7.7700000000000005	0	0	60795612
7.78	0	0	60795612
7.79	0	0	60795612
7.8	0	0	60795612
7.8100000000000005	0	0	60795612
7.82	0	0	60795612
7.83	0	0	60795612
7.84	0	0	60795612
7.8500000000000005	0	0	60795612
7.86	0	0	60795612
7.87	0	0	60795612
7.88	0	0	60795612
7.890000000000001	0	0	60795612
7.9	0	0	60795612
7.91	0	0	60795612
7.92	0	0	60795612
7.930000000000001	0	0	60795612
7.94	0	0	60795612
7.95	0	0	60795612
7.96	0	0	60795612
7.97	0	0	60795612
7.98	0	0	60795612
7.99	0	0	60795612
8.0	0	0	60795612
8.01	0	0	60795612
8.02	0	0	60795612
8.03	0	0	60795612
8.040000000000001	0	0	60795612
8.05	0	0	60795612
8.06	0	0	60795612
8.07	0	0	60795612
8.08	0	0	60795612
8.09	0	0	60795612
8.1	0	0	60795612
8.11	0	0	60795612
8.120000000000001	0	0	60795612
8.13	0	0	60795612
8.14	0	0	60795612
8.15	0	0	60795612
8.16	0	0	60795612
8.17	0	0	60795612
8.18	0	0	60795612
8.19	0	0	60795612
8.2	0	0	60795612
8.21	0	0	60795612
8.22	0	0	60795612
8.23	0	0	60795612
8.24	0	0	60795612
8.25	0	0	60795612
8.26	0	0	60795612
8.27	0	0	60795612
8.28	0	0	60795612
8.290000000000001	0	0	60795612
8.3	0	0	60795612
8.31	0	0	60795612
8.32	0	0	60795612
8.33	0	0	60795612
8.34	0	0	60795612
8.35	0	0	60795612
8.36	0	0	60795612
8.370000000000001	0	0	60795612
8.38	0	0	60795612
8.39	0	0	60795612
8.4	0	0	60795612
8.41	0	0	60795612
8.42	0	0	60795612
8.43	0	0	60795612
8.44	0	0	60795612
8.45	0	0	60795612
8.46	0	0	60795612
8.47	0	0	60795612
8.48	0	0	60795612
8.49	0	0	60795612
8.5	0	0	60795612
8.51	0	0	60795612
8.52	0	0	60795612
8.53	0	0	60795612
8.540000000000001	0	0	60795612
8.55	0	0	60795612
8.56	0	0	60795612
8.57	0	0	60795612
8.58	0	0	60795612
8.59	0	0	60795612
8.6	0	0	60795612
8.61	0	0	60795612
8.620000000000001	0	0	60795612
8.63	0	0	60795612
8.64	0	0	60795612
8.65	0	0	60795612
8.66	0	0	60795612
8.67	0	0	60795612
8.68	0	0	60795612
8.69	0	0	60795612
8.700000000000001	0	0	60795612
8.71	0	0	60795612
8.72	0	0	60795612
8.73	0	0	60795612
8.74	0	0	60795612
8.75	0	0	60795612
8.76	0	0	60795612
8.77	0	0	60795612
8.78	0	0	60795612
8.790000000000001	0	0	60795612
8.8	0	0	60795612
8.81	0	0	60795612
8.82	0	0	60795612
8.83	0	0	60795612
8.84	0	0	60795612
8.85	0	0	60795612
8.86	0	0	60795612
8.870000000000001	0	0	60795612
8.88	0	0	60795612
8.89	0	0	60795612
8.9	0	0	60795612
8.91	0	0	60795612
8.92	0	0	60795612
8.93	0	0	60795612
8.94	0	0	60795612
8.950000000000001	0	0	60795612
8.96	0	0	60795612
8.97	0	0	60795612
8.98	0	0	60795612
8.99	0	0	60795612
9.0	0	0	60795612
9.01	0	0	60795612
9.02	0	0	60795612
9.03	0	0	60795612
9.040000000000001	0	0	60795612
9.05	0	0	60795612
9.06	0	0	60795612
9.07	0	0	60795612
9.08	0	0	60795612
9.09	0	0	60795612
9.1	0	0	60795612
9.11	0	0	60795612
9.120000000000001	0	0	60795612
9.13	0	0	60795612
9.14	0	0	60795612
9.15	0	0	60795612
9.16	0	0	60795612
9.17	0	0	60795612
9.18	0	0	60795612
9.19	0	0	60795612
9.200000000000001	0	0	60795612
9.21	0	0	60795612
9.22	0	0	60795612
9.23	0	0	60795612
9.24	0	0	60795612
9.25	0	0	60795612
9.26	0	0	60795612
9.27	0	0	60795612
9.28	0	0	60795612
9.290000000000001	0	0	60795612
9.3	0	0	60795612
9.31	0	0	60795612
9.32	0	0	60795612
9.33	0	0	60795612
9.34	0	0	60795612
9.35	0	0	60795612
9.36	0	0	60795612
9.370000000000001	0	0	60795612
9.38	0	0	60795612
9.39	0	0	60795612
9.4	0	0	60795612
9.41	0	0	60795612
9.42	0	0	60795612
9.43	0	0	60795612
9.44	0	0	60795612
9.450000000000001	0	0	60795612
9.46	0	0	60795612
9.47	0	0	60795612
9.48	0	0	60795612
9.49	0	0	60795612
9.5	0	0	60795612
9.51	0	0	60795612
9.52	0	0	60795612
9.53	0	0	60795612
9.540000000000001	0	0	60795612
9.55	0	0	60795612
9.56	0	0	60795612
9.57	0	0	60795612
9.58	0	0	60795612
9.59	0	0	60795612
9.6	0	0	60795612
9.61	0	0	60795612
9.620000000000001	0	0	60795612
9.63	0	0	60795612
9.64	0	0	60795612
9.65	0	0	60795612
9.66	0	0	60795612
9.67	0	0	60795612
9.68	0	0	60795612
9.69	0	0	60795612
9.700000000000001	0	0	60795612
9.71	0	0	60795612
9.72	0	0	60795612
9.73	0	0	60795612
9.74	0	0	60795612
9.75	0	0	60795612
9.76	0	0	60795612
9.77	0	0	60795612
9.78	0	0	60795612
9.790000000000001	0	0	60795612
9.8	0	0	60795612
9.81	0	0	60795612
9.82	0	0	60795612
9.83	0	0	60795612
9.84	0	0	60795612
9.85	0	0	60795612
9.86	0	0	60795612
9.870000000000001	0	0	60795612
9.88	0	0	60795612
9.89	0	0	60795612
9.9	0	0	60795612
9.91	0	0	60795612
9.92	0	0	60795612
9.93	0	0	60795612
9.94	0	0	60795612
9.950000000000001	0	0	60795612
9.96	0	0	60795612
9.97	0	0	60795612
9.98	0	0	60795612
9.99	0	0	60795612
10.0	0	0	60795612
10.01	0	0	60795612
10.02	0	0	60795612
10.03	0	0	60795612
10.040000000000001	0	0	60795612
10.05	0	0	60795612
10.06	0	0	60795612
10.07	0	0	60795612
10.08	0	0	60795612
10.09	0	0	60795612
10.1	0	0	60795612
10.11	0	0	60795612
10.120000000000001	0	0	60795612
10.13	0	0	60795612
10.14	0	0	60795612
10.15	0	0	60795612
10.16	0	0	60795612
10.17	0	0	60795612
10.18	0	0	60795612
10.19	0	0	60795612
10.200000000000001	0	0	60795612
10.21	0	0	60795612
10.22	0	0	60795612
10.23	0	0	60795612
10.24	0	0	60795612
10.25	0	0	60795612
10.26	0	0	60795612
10.27	0	0	60795612
10.28	0	0	60795612
10.290000000000001	0	0	60795612
10.3	0	0	60795612
10.31	0	0	60795612
10.32	0	0	60795612
10.33	0	0	60795612
10.34	0	0	60795612
10.35	0	0	60795612
10.36	0	0	60795612
10.370000000000001	0	0	60795612
10.38	0	0	60795612
10.39	0	0	60795612
10.4	0	0	60795612
10.41	0	0	60795612
10.42	0	0	60795612
10.43	0	0	60795612
10.44	0	0	60795612
10.450000000000001	0	0	60795612
10.46	0	0	60795612
10.47	0	0	60795612
10.48	0	0	60795612
10.49	0	0	60795612
10.5	0	0	60795612
10.51	0	0	60795612
10.52	0	0	60795612
10.53	0	0	60795612
10.540000000000001	0	0	60795612
10.55	0	0	60795612
10.56	0	0	60795612
10.57	0	0	60795612
10.58	0	0	60795612
10.59	0	0	60795612
10.6	0	0	60795612
10.61	0	0	60795612
10.620000000000001	0	0	60795612
10.63	0	0	60795612
10.64	0	0	60795612
10.65	0	0	60795612
10.66	0	0	60795612
10.67	0	0	60795612
10.68	0	0	60795612
10.69	0	0	60795612
10.700000000000001	0	0	60795612
10.71	0	0	60795612
10.72	0	0	60795612
10.73	0	0	60795612
10.74	0	0	60795612
10.75	0	0	60795612
10.76	0	0	60795612
10.77	0	0	60795612
10.78	0	0	60795612
10.790000000000001	0	0	60795612
10.8	0	0	60795612
10.81	0	0	60795612
10.82	0	0	60795612
10.83	0	0	60795612
10.84	0	0	60795612
10.85	0	0	60795612
10.86	0	0	60795612
10.870000000000001	0	0	60795612
10.88	0	0	60795612
10.89	0	0	60795612
10.9	0	0	60795612
10.91	0	0	60795612
10.92	0	0	60795612
10.93	0	0	60795612
10.94	0	0	60795612
10.950000000000001	0	0	60795612
10.96	0	0	60795612
10.97	0	0	60795612
10.98	0	0	60795612
10.99	0	0	60795612
11.0	0	0	60795612
11.01	0	0	60795612
11.02	0	0	60795612
11.03	0	0	60795612
11.040000000000001	0	0	60795612
11.05	0	0	60795612
11.06	0	0	60795612
